Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,"Chambers, Becky",,"=""1500453307""","=""9781500453305""",0,4.16,CreateSpace Independent Publishing Platform ,Paperback,518,2014,2014,,2019/08/08,to-read,to-read (#217),to-read,,,,0,,,0,,,,,
26114545,"Too Like the Lightning (Terra Ignota, #1)",Ada Palmer,"Palmer, Ada",,"=""0765378000""","=""9780765378002""",0,3.82,Tor Books,Hardcover,432,2016,2016,,2019/08/08,to-read,to-read (#216),to-read,,,,0,,,0,,,,,
30558257,"Unsouled (Cradle, #1)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.20,Hidden Gnome Publishing,Kindle Edition,294,2016,2016,,2019/08/08,to-read,to-read (#215),to-read,,,,0,,,0,,,,,
20887238,"Traitor's Blade (Greatcoats, #1)",Sebastien de Castell,"Castell, Sebastien de",,"=""""","=""""",0,4.07,Jo Fletcher Books,Kindle Edition,384,2014,2014,,2019/08/08,to-read,to-read (#214),to-read,,,,0,,,0,,,,,
17910048,"The Goblin Emperor (The Goblin Emperor, #1)",Katherine Addison,"Addison, Katherine",,"=""076532699X""","=""9780765326997""",0,4.03,Tor Books,Hardcover,446,2014,2014,,2019/08/08,to-read,to-read (#213),to-read,,,,0,,,0,,,,,
15750692,"Malice (The Faithful and the Fallen, #1)",John Gwynne,"Gwynne, John",,"=""0230758452""","=""9780230758452""",0,4.13,Tor,Hardcover,672,2012,2012,,2019/08/08,to-read,to-read (#212),to-read,,,,0,,,0,,,,,
8752885,"The Dragon's Path (The Dagger and the Coin, #1)",Daniel Abraham,"Abraham, Daniel",,"=""1841498874""","=""9781841498874""",0,3.79,Orbit,Paperback,555,2011,2011,,2019/08/08,to-read,to-read (#211),to-read,,,,0,,,0,,,,,
13539191,"Three Parts Dead (Craft Sequence, #1)",Max Gladstone,"Gladstone, Max",,"=""0765333104""","=""9780765333100""",0,3.98,Tor Books,Hardcover,336,2012,2012,,2019/08/08,to-read,to-read (#210),to-read,,,,0,,,0,,,,,
9579634,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0007423292""","=""9780007423293""",0,3.86,Voyager,Hardcover,373,2011,2011,,2019/08/08,to-read,to-read (#209),to-read,,,,0,,,0,,,,,
3437309,"Empire in Black and Gold (Shadows of the Apt, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0230704131""","=""9780230704138""",0,3.66,TOR,Mass Market Paperback,612,2008,2008,,2019/08/08,to-read,to-read (#208),to-read,,,,0,,,0,,,,,
35271523,"Senlin Ascends (The Books of Babel, #1)",Josiah Bancroft,"Bancroft, Josiah",,"=""0316517917""","=""9780316517911""",0,4.19,Orbit,Paperback,389,2018,2013,,2019/08/08,to-read,to-read (#207),to-read,,,,0,,,0,,,,,
17199504,"The Bone Season (The Bone Season, #1)",Samantha Shannon,"Shannon, Samantha",,"=""1620401398""","=""9781620401392""",0,3.76,Bloomsbury USA,Hardcover,466,2013,2013,,2019/08/07,to-read,to-read (#206),to-read,,,,0,,,0,,,,,
17608111,"The Crimson Campaign (Powder Mage, #2)",Brian  McClellan,"McClellan, Brian",,"=""0356502023""","=""9780356502021""",4,4.36,Orbit,Hardcover,596,2014,2014,2019/07/29,2019/07/20,,,read,,,,1,,,0,,,,,
50027,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",R.A. Salvatore,"Salvatore, R.A.",,"=""0786939532""","=""9780786939534""",0,4.26,Wizards of the Coast,Mass Market Paperback,343,2005,1990,,2019/07/28,to-read,to-read (#205),to-read,,,,0,,,0,,,,,
16150831,"In The Afterlight (The Darkest Minds, #3)",Alexandra Bracken,"Bracken, Alexandra",,"=""1423157524""","=""9781423157526""",2,4.30,Disney-Hyperion,Hardcover,535,2014,2014,2019/07/22,2019/07/09,,,read,,,,1,,,0,,,,,
15790883,"Promise of Blood (Powder Mage, #1)",Brian  McClellan,"McClellan, Brian",,"=""0316219037""","=""9780316219037""",4,4.14,Orbit,Hardcover,545,2013,2013,2019/07/18,2019/07/07,,,read,,,,1,,,0,,,,,
33311863,American War,Omar El Akkad,"Akkad, Omar El",,"=""""","=""""",0,3.79,Knopf,Kindle Edition,384,2017,2017,,2019/06/10,to-read,to-read (#204),to-read,,,,0,,,0,,,,,
5135,Point Counter Point,Aldous Huxley,"Huxley, Aldous",,"=""1564781313""","=""9781564781314""",0,3.86,Dalkey Archive Press,Paperback,432,1996,1928,,2019/06/10,to-read,to-read (#203),to-read,,,,0,,,0,,,,,
36144849,Starless,Jacqueline Carey,"Carey, Jacqueline",,"=""""","=""""",0,4.08,Tor Books,Kindle Edition,592,2018,2018,,2019/06/10,to-read,to-read (#202),to-read,,,,0,,,0,,,,,
40180060,Mama's Last Hug: Animal Emotions and What They Tell Us about Ourselves,Frans de Waal,"Waal, Frans de",,"=""0393635066""","=""9780393635065""",0,4.18,W. W. Norton & Company,Hardcover,336,2019,2018,,2019/06/10,to-read,to-read (#201),to-read,,,,0,,,0,,,,,
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.19,Riverhead Books,Hardcover,352,2019,2019,,2019/06/10,to-read,to-read (#200),to-read,,,,0,,,0,,,,,
40180010,Mind Fixers: Psychiatry's Troubled Search for the Biology of Mental Illness,Anne Harrington,"Harrington, Anne",,"=""0393071227""","=""9780393071221""",0,4.12,W. W. Norton  Company,Hardcover,384,2019,2019,,2019/06/10,to-read,to-read (#199),to-read,,,,0,,,0,,,,,
56842,Fatherland,Robert   Harris,"Harris, Robert",,"=""0061006629""","=""9780061006623""",0,3.98,HarperTorch,Paperback,380,1993,1992,,2019/06/10,to-read,to-read (#198),to-read,,,,0,,,0,,,,,
35031085,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,"=""""","=""""",0,3.79,Penguin Classics,Paperback,288,2018,1818,,2019/06/10,to-read,to-read (#197),to-read,,,,0,,,0,,,,,
46654,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,"Asimov, Isaac",,"=""0380508567""","=""9780380508563""",0,4.41,,Paperback,679,1974,1953,,2019/06/10,to-read,to-read (#196),to-read,,,,0,,,0,,,,,
407813,"The Blue Sword (Damar, #1)",Robin McKinley,"McKinley, Robin",,"=""0441068804""","=""9780441068807""",0,4.22,Ace Books,Mass Market Paperback,256,1987,1982,,2019/06/10,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
34197014,"Trickster's Choice (Daughter of the Lioness, #1)",Tamora Pierce,"Pierce, Tamora",,"=""""","=""""",0,4.27,Ember,Paperback,448,2017,2003,,2019/06/10,to-read,to-read (#194),to-read,,,,0,,,0,,,,,
153784,"First Test (Protector of the Small, #1)",Tamora Pierce,"Pierce, Tamora",,"=""0679889175""","=""9780679889175""",0,4.24,Random House Children's Books,Mass Market Paperback,240,2000,1999,,2019/06/10,to-read,to-read (#193),to-read,,,,0,,,0,,,,,
13836,"Wild Magic (Immortals, #1)",Tamora Pierce,"Pierce, Tamora",,"=""1416903437""","=""9781416903437""",0,4.32,Simon Pulse,Paperback,362,2005,1992,,2019/06/10,to-read,to-read (#192),to-read,,,,0,,,0,,,,,
38619,"Magic Bites (Kate Daniels, #1)",Ilona Andrews,"Andrews, Ilona",,"=""0441014895""","=""9780441014897""",0,4.07,Ace,Mass Market Paperback,261,2007,2007,,2019/06/10,to-read,to-read (#191),to-read,,,,0,,,0,,,,,
6294,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""006441034X""","=""9780064410342""",0,4.30,Harper Trophy,Mass Market Paperback,329,2001,1986,,2019/06/10,to-read,to-read (#190),to-read,,,,0,,,0,,,,,
60510,"Poison Study (Study, #1)",Maria V. Snyder,"Snyder, Maria V.",,"=""0778324338""","=""9780778324331""",0,4.13,Mira,Paperback,416,2007,2005,,2019/06/10,to-read,to-read (#189),to-read,,,,0,,,0,,,,,
13831,"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,"Pierce, Tamora",,"=""0689878559""","=""9780689878558""",0,4.26,Simon Pulse,Mass Market Paperback,274,2005,1983,,2019/06/10,to-read,to-read (#188),to-read,,,,0,,,0,,,,,
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",0,3.89,Signet Classics,Paperback,118,2002,1895,,2019/06/10,to-read,to-read (#187),to-read,,,,0,,,0,,,,,
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""""","=""""",0,4.02,Ballantine Books,Kindle Edition,466,2012,1990,,2019/06/10,to-read,to-read (#186),to-read,,,,0,,,0,,,,,
888628,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",0,3.89,Ace Books,Paperback,320,2000,1984,,2019/06/10,to-read,to-read (#185),to-read,,,,0,,,0,,,,,
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,"=""0553278223""","=""9780553278224""",0,4.14,Bantam/Spectra,Mass Market Paperback,182,1984,1949,,2019/06/10,to-read,to-read (#184),to-read,,,,0,,,0,,,,,
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",Guy Abadia,"=""0553380958""","=""9780553380958""",0,4.03,Bantam Books,Paperback,438,2000,1992,,2019/06/10,to-read,to-read (#183),to-read,,,,0,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Peter Škerl","=""0452284244""","=""9780452284241""",0,3.93,NAL,Paperback,122,2003,1945,,2019/06/10,to-read,to-read (#182),to-read,,,,0,,,0,,,,,
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441788386""","=""9780441788385""",0,3.92,Ace,Paperback,528,1991,1961,,2019/06/10,to-read,to-read (#181),to-read,,,,0,,,0,,,,,
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.16,Bantam,Hardcover,244,2004,1951,,2019/06/10,to-read,to-read (#180),to-read,,,,0,,,0,,,,,
35533431,The Broken Girls,Simone St. James,"James, Simone St.",,"=""""","=""""",0,4.04,Berkley,Kindle Edition,336,2018,2018,,2019/06/10,to-read,to-read (#179),to-read,,,,0,,,0,,,,,
35133917,As Bright as Heaven,Susan Meissner,"Meissner, Susan",,"=""0399585966""","=""9780399585968""",0,4.07,Berkley Books,Hardcover,387,2018,2018,,2019/06/10,to-read,to-read (#178),to-read,,,,0,,,0,,,,,
34019138,The Romanov Empress: A Novel of Tsarina Maria Feodorovna,C.W. Gortner,"Gortner, C.W.",,"=""0425286185""","=""9780425286180""",0,4.25,Ballantine Books,Paperback,427,2018,2018,,2019/06/10,to-read,to-read (#177),to-read,,,,0,,,0,,,,,
22328546,"Red Queen (Red Queen, #1)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062310631""","=""9780062310637""",0,4.06,HarperTeen,Hardcover,383,2015,2015,,2019/06/10,to-read,to-read (#176),to-read,,,,0,,,0,,,,,
11235712,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""0312641893""","=""9780312641894""",0,4.15,Feiwel and Friends,Hardcover,390,2012,2012,,2019/06/10,to-read,to-read (#175),to-read,,,,0,,,0,,,,,
15507958,"Me Before You (Me Before You, #1)",Jojo Moyes,"Moyes, Jojo",,"=""0670026603""","=""9780670026609""",0,4.26,Pamela Dorman Books/Viking,Hardcover,369,2012,2012,,2019/06/10,to-read,to-read (#174),to-read,,,,0,,,0,,,,,
42200939,A Brightness Long Ago,Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""1473692334""","=""9781473692336""",0,4.17,Hodder & Stoughton,Hardcover,448,2019,2019,,2019/06/10,to-read,to-read (#173),to-read,,,,0,,,0,,,,,
20560137,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"Tahir, Sabaa",,"=""1595148035""","=""9781595148032""",0,4.30,Razorbill,Hardcover,446,2015,2015,,2019/06/10,to-read,to-read (#172),to-read,,,,0,,,0,,,,,
25493853,"The Bear and the Nightingale (Winternight Trilogy, #1)",Katherine Arden,"Arden, Katherine",,"=""178503104X""","=""9781785031045""",0,4.12,Del Rey,Hardcover,328,2017,2017,,2019/06/10,to-read,to-read (#171),to-read,,,,0,,,0,,,,,
26114463,"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,"Kristoff, Jay",,"=""1250073022""","=""9781250073020""",0,4.30,St. Martin's Press,Hardcover,429,2016,2016,,2019/06/10,to-read,to-read (#170),to-read,,,,0,,,0,,,,,
32671619,"The Waking Land (The Waking Land, #1)",Callie Bates,"Bates, Callie",,"=""0425284026""","=""9780425284025""",0,3.39,Del Rey Books,Hardcover,400,2017,2017,,2019/06/10,to-read,to-read (#169),to-read,,,,0,,,0,,,,,
25895524,"Red Sister (Book of the Ancestor, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""1101988851""","=""9781101988855""",0,4.22,Ace,Hardcover,469,2017,2017,,2019/06/10,to-read,to-read (#168),to-read,,,,0,,,0,,,,,
33571217,Reincarnation Blues,Michael Poore,"Poore, Michael",,"=""0399178481""","=""9780399178481""",0,3.96,Del Rey Books,Hardcover,374,2017,2017,,2019/06/10,to-read,to-read (#167),to-read,,,,0,,,0,,,,,
36225135,"City of Lies (Poison Wars, #1)",Sam Hawke,"Hawke, Sam",,"=""""","=""""",0,3.88,Tor Books,Kindle Edition,560,2018,2018,,2019/06/10,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
902715,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575077883""","=""9780575077881""",4,4.29,Gollancz,Trade Paperback,441,2007,2007,2019/06/10,2019/06/02,,,read,,,,1,,,0,,,,,
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",0,4.26,Small Beer Press,ebook,281,2010,2002,,2017/09/01,to-read,to-read (#119),to-read,,,,0,,,0,,,,,
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",5,4.16,Gollancz,Paperback,515,2007,2006,2019/06/02,2019/04/30,,,read,,,,1,,,0,,,,,
23763447,"The Awakened Kingdom  (The Inheritance Trilogy, #3.5)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,3.98,Orbit,Kindle Edition,124,2014,2014,2018/11/21,2018/11/21,,,read,,,,1,,,0,,,,,
14069,"Throne of Jade (Temeraire, #2)",Naomi Novik,"Novik, Naomi",,"=""0345481291""","=""9780345481290""",3,3.89,Del Rey Books,Mass Market Paperback,398,2006,2006,2019/04/18,2019/04/07,,,read,,,,1,,,0,,,,,
41089239,Everything in Its Place: First Loves and Last Tales,Oliver Sacks,"Sacks, Oliver",,"=""0345811380""","=""9780345811387""",0,4.14,Knopf Canada,Hardcover,288,2019,2019,,2019/04/18,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",0,4.18,Simon  Schuster Audio,Audio CD,,2017,2011,,2019/04/11,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
1710940,Miracle Cure: The Creation of Antibiotics and the Birth of Modern Medicine,William Rosen,"Rosen, William",,"=""0525428100""","=""9780525428107""",0,4.12,Viking,Hardcover,368,2017,2017,,2019/04/11,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
29518425,"The War on Science: Who's Waging It, Why It Matters, What We Can Do About It",Shawn Lawrence Otto,"Otto, Shawn Lawrence",,"=""1571313532""","=""9781571313539""",0,4.33,Milkweed Editions,Paperback,514,2016,2016,,2019/04/11,to-read,to-read (#162),to-read,,,,0,,,0,,,,,
22544764,Uprooted,Naomi Novik,"Novik, Naomi",,"=""0804179034""","=""9780804179034""",5,4.09,Del Rey,Hardcover,435,2015,2015,2019/04/03,2019/04/01,,,read,,,,1,,,0,,,,,
30375937,"Escaping from Houdini (Stalking Jack the Ripper, #3)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""""","=""9780316551694""",0,4.08,JIMMY Patterson,ebook,416,2018,2018,,2019/04/01,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
36896898,Spinning Silver,Naomi Novik,"Novik, Naomi",,"=""""","=""""",5,4.25,Del Rey,Kindle Edition,480,2018,2018,2019/04/01,2019/01/23,,,read,,,,1,,,0,,,,,
18154364,Wild Fermentation: A Do-It-Yourself Guide to Cultural Manipulation,Sandor Ellix Katz,"Katz, Sandor Ellix",,"=""1621061175""","=""9781621061175""",0,4.05,Microcosm Publishing,ebook,64,2011,2011,,2018/07/25,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316010669""","=""9780316010665""",4,3.93,Back Bay Books,Paperback,296,2007,2005,2019/03/31,2019/03/27,,,read,,,,1,,,0,,,,,
20983362,"Passenger (Passenger, #1)",Alexandra Bracken,"Bracken, Alexandra",,"=""1484715772""","=""9781484715772""",0,3.79,Disney-Hyperion,Hardcover,496,2016,2016,,2019/02/26,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
21414439,"Truthwitch (The Witchlands, #1)",Susan Dennard,"Dennard, Susan",,"=""""","=""""",0,3.89,Tor Teen,Kindle Edition,416,2016,2016,,2019/02/26,to-read,to-read (#158),to-read,,,,0,,,0,,,,,
36222611,"Aru Shah and the End of Time (Pandava Quartet, #1)",Roshani Chokshi,"Chokshi, Roshani",,"=""1368012353""","=""9781368012355""",0,4.08,Rick Riordan Presents,Hardcover,355,2018,2018,,2019/02/26,to-read,to-read (#157),to-read,,,,0,,,0,,,,,
25203675,"The Star-Touched Queen (The Star-Touched Queen, #1)",Roshani Chokshi,"Chokshi, Roshani",,"=""1250085470""","=""9781250085474""",0,3.57,St. Martin's Griffin,Hardcover,342,2016,2016,,2019/02/26,to-read,to-read (#156),to-read,,,,0,,,0,,,,,
77364,"Winter Rose (Winter Rose, #1)",Patricia A. McKillip,"McKillip, Patricia A.",,"=""0441004385""","=""9780441004386""",0,3.85,Ace,Mass Market Paperback,262,1997,1996,,2019/02/26,to-read,to-read (#155),to-read,,,,0,,,0,,,,,
92755,"The Riddle-Master of Hed (Riddle-Master, #1)",Patricia A. McKillip,"McKillip, Patricia A.",,"=""0345331044""","=""9780345331045""",0,4.01,Del Rey / Ballantine,Paperback,240,1980,1976,,2019/02/26,to-read,to-read (#154),to-read,,,,0,,,0,,,,,
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado-Pérez,"Criado-Pérez, Caroline",,"=""1419729071""","=""9781419729072""",0,4.45,Harry N. Abrams,Hardcover,411,2019,2019,,2019/02/25,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
3562,"Emily of New Moon (Emily, #1)",L.M. Montgomery,"Montgomery, L.M.",,"=""055323370X""","=""9780553233704""",0,4.10,Dell Laurel-Leaf,Mass Market Paperback,339,1983,1923,,2019/02/23,to-read,to-read (#152),to-read,,,,0,,,0,,,,,
37706369,When Women Ruled the World: Six Queens of Egypt,Kara Cooney,"Cooney, Kara",,"=""1426219776""","=""9781426219771""",0,3.69,National Geographic Society,Hardcover,400,2018,2018,,2019/02/11,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
38746485,Becoming,Michelle Obama,"Obama, Michelle",,"=""1524763136""","=""9781524763138""",0,4.57,Crown,Hardcover,426,2018,2018,,2019/02/11,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
33289074,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,4.32,Washington Square Press,Kindle Edition,401,2017,2017,,2019/02/11,to-read,to-read (#149),to-read,,,,0,,,0,,,,,
14817,A Scanner Darkly,Philip K. Dick,"Dick, Philip K.",,"=""057507681X""","=""9780575076815""",4,4.02,Gollancz,Paperback,219,2006,1977,2019/01/29,2019/01/10,,,read,,,,1,,,0,,,,,
29982722,The Queens of Innis Lear,Tessa Gratton,"Gratton, Tessa",Тесса Греттон,"=""0765392488""","=""9780765392480""",0,3.57,Tor,ebook,676,2018,2018,,2019/01/23,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
1137215,"Boneshaker (The Clockwork Century, #1)",Cherie Priest,"Priest, Cherie",,"=""0765318415""","=""9780765318411""",0,3.50,Tor Books,Paperback,416,2009,2009,,2019/01/23,to-read,to-read (#147),to-read,,,,0,,,0,,,,,
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",0,3.98,Harper Voyager,ebook,644,2018,2018,,2019/01/23,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
36510722,Gods of Jade and Shadow,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""""","=""""",0,3.90,Del Rey,Hardcover,338,2019,2019,,2019/01/23,to-read,to-read (#145),to-read,,,,0,,,0,,,,,
36373298,"Trail of Lightning (The Sixth World, #1)",Rebecca Roanhorse,"Roanhorse, Rebecca",,"=""""","=""""",0,4.00,Saga Press,Hardcover,287,2018,2018,,2019/01/23,to-read,to-read (#144),to-read,,,,0,,,0,,,,,
10790277,"Rise of Empire (The Riyria Revelations, #3-4)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""0316187704""","=""9780316187701""",5,4.37,Orbit,Paperback,786,2011,2010,,2019/01/21,,,read,,,,1,,,0,,,,,
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,"=""""","=""""",0,4.36,Random House,Kindle Edition,208,2016,2016,,2019/01/11,to-read,to-read (#143),to-read,,,,0,,,0,,,,,
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",0,4.31,Doubleday,Hardcover,720,2015,2015,,2019/01/11,to-read,to-read (#142),to-read,,,,0,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,2019/01/10,2014/02/24,,,read,,,,1,,,0,,,,,
581125,The Minority Report,Philip K. Dick,"Dick, Philip K.",,"=""0375421874""","=""9780375421877""",5,3.83,Pantheon Books,Hardcover,103,2002,2002,2019/01/06,2019/01/04,,,read,,,,1,,,0,,,,,
10790290,"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""0316187747""","=""9780316187749""",5,4.22,Orbit,Paperback,649,2011,2011,,2019/01/05,,,read,,,,1,,,0,,,,,
36402034,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",5,4.08,Ballantine Books,Kindle Edition,258,2008,1968,2019/01/04,2019/01/03,,,read,,,,1,,,0,,,,,
8129701,Say You're One of Them,Uwem Akpan,"Akpan, Uwem",,"=""""","=""""",4,3.52,,Kindle Edition,380,,2008,2019/01/03,2018/11/02,,,read,,,,1,,,0,,,,,
414999,Childhood's End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.11,Del Rey Books,Mass Market Paperback,224,1987,1953,,2018/12/30,to-read,to-read (#141),to-read,,,,0,,,0,,,,,
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Díaz, Junot",,"=""1594489580""","=""9781594489587""",5,3.90,Riverhead Books,Hardcover,335,2007,2007,2018/12/13,2018/12/06,,,read,,,,1,,,0,,,,,
31554413,The Boy on the Bridge (The Girl With All the Gifts #2),M.R. Carey,"Carey, M.R.",,"=""0316300330""","=""9780316300339""",0,3.97,Orbit,Hardcover,392,2017,2017,,2018/11/22,to-read,to-read (#140),to-read,,,,0,,,0,,,,,
17235026,"The Girl With All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,"Carey, M.R.",,"=""0356500152""","=""9780356500157""",0,3.94,Orbit ,Paperback,461,2014,2014,,2018/11/22,to-read,to-read (#139),to-read,,,,0,,,0,,,,,
25499718,Children of Time (Children of Time #1),Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",0,4.29,PanMacmillan,Hardcover,600,2015,2015,,2018/11/22,to-read,to-read (#138),to-read,,,,0,,,0,,,,,
7904453,"The Broken Kingdoms (Inheritance, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""0316043966""","=""9780316043960""",5,4.08,Orbit,Paperback,384,2010,2010,2018/11/21,2018/11/19,,,read,,,,1,,,0,,,,,
6437061,"The Hundred Thousand Kingdoms (Inheritance, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""0316043915""","=""9780316043915""",5,3.84,Hachette Book Group Orbit,Paperback,427,2010,2010,2018/11/19,2018/11/18,,,read,,,,1,,,0,,,,,
2152871,"Kushiel's Mercy (Imriel's Trilogy, #3)",Jacqueline Carey,"Carey, Jacqueline",,"=""0446500046""","=""9780446500043""",4,4.32,Grand Central Publishing,Hardcover,653,2008,2008,2011/01/01,2014/02/24,,,read,,,,2,,,0,,,,,
40217,"Kushiel's Justice (Imriel's Trilogy, #2)",Jacqueline Carey,"Carey, Jacqueline",,"=""0446500038""","=""9780446500036""",5,4.25,Roc,Hardcover,703,2007,2007,2011/01/01,2014/02/24,,,read,,,,2,,,0,,,,,
153007,"Kushiel's Scion (Imriel's Trilogy, #1)",Jacqueline Carey,"Carey, Jacqueline",,"=""044661002X""","=""9780446610025""",5,4.20,Grand Central Publishing,Paperback,944,2007,2006,2011/01/01,2014/02/24,,,read,,,,2,,,0,,,,,
28147302,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.32,Orbit,Kindle Edition,448,2016,2016,,2018/10/26,,,read,,,,1,,,0,,,,,
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.30,Orbit,Paperback,468,2015,2015,2018/11/08,2018/10/26,,,read,,,,1,,,0,,,,,
40223,"Kushiel's Avatar (Phèdre's Trilogy, #3)",Jacqueline Carey,"Carey, Jacqueline",,"=""1405034149""","=""9781405034142""",5,4.36,Tor,Paperback,702,2004,2003,2011/01/01,2014/02/24,,,read,,,,2,,,0,,,,,
34017126,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.35,Orbit,Kindle Edition,464,2017,2017,2018/11/05,2018/11/05,,,read,,,,1,,,0,,,,,
7165300,"The Black Prism (Lightbringer, #1)",Brent Weeks,"Weeks, Brent",,"=""0316075558""","=""9780316075558""",5,4.24,Orbit,Hardcover,629,2010,2010,,2018/07/05,,,read,,,,1,,,0,,,,,
19268021,"Running with the Kenyans: Passion, Adventure, and the Secrets of the Fastest People on Earth",Adharanand Finn,"Finn, Adharanand",,"=""""","=""""",5,3.90,Ballantine Books,Kindle Edition,288,2012,2010,2018/07/05,2018/06/18,,,read,,,,1,,,0,,,,,
836746,A Grain of Wheat,Ngũgĩ wa Thiong'o,"Thiong'o, Ngũgĩ wa",,"=""0435909878""","=""9780435909871""",4,3.83,Heinemann Educational Books,Paperback,247,1994,1967,2018/07/05,2018/06/21,,,read,,,,1,,,0,,,,,
